"FAJ","FAJTA","ORSZAGKOD","FULSZAM","SZULETESI_EV","IVAR_KOD","APAORSKO","APAFULSZAM","ANYAORSKO","ANYAFULSZA","TENYESZET","TKV","TKO","FTIP","torzsbak_e","torzs_e"
"D","20","HU","7043045696","2020","2","HU","7050053497","HU","7043035136","","a","",11,"nem","nem"
"D","20","HU","7043045500","2020","2","HU","7043035628","HU","7043035772","","E","",11,"nem","nem"
"D","20","HU","7043045513","2020","2","HU","7043035628","HU","7043035772",1318221,"B",1,11,"nem","igen"
"D","20","HU","7043045823","2020","1","HU","7050053497","HU","7043022909","","E","",11,"nem","nem"
"D","20","HU","7065021630","2020","2","HU","7019136904","HU","7049048581","","E","",11,"nem","nem"
"D","20","HU","7065021601","2020","1","HU","7019136904","HU","7049048862","","E","",11,"nem","nem"
"D","20","HU","7049071093","2020","2","HU","7043035206","HU","7049057743","","a","",11,"nem","nem"
"D","20","HU","7049071147","2020","1","HU","7049048820","HU","7049035060","","k","",11,"nem","nem"
"D","20","HU","7067030791","2020","2","HU","7019127797","HU","7019127065",6737115,"A",1,11,"nem","igen"
"D","20","HU","7067031101","2020","1","HU","7019127797","HU","7019127953","","k","",11,"nem","nem"
"D","20","HU","7019140062","2019","2","HU","7049041782","HU","7019111637","","A","",11,"nem","nem"
"D","20","HU","7019140525","2020","2","HU","7019137046","HU","7019123131","","E","",11,"nem","nem"
"D","2002","HU","7019135862","2020","1","HU","7019137046","HU","7019123397","","E","",11,"nem","nem"
"D","20","HU","7019092558","2020","1","HU","7019136751","HU","7019136917","","E","",11,"nem","nem"
"D","20","HU","7019092574","2020","2","HU","7019136751","HU","7019136959","","E","",11,"nem","nem"
"D","20","HU","7019135677","2020","1","HU","7019137046","HU","7019092194",8860123,"K","",11,"nem","nem"
"D","20","HU","7043045005","2020","2","HU","7019123722","HU","7043024451","","a","",11,"nem","nem"
"D","20","HU","7043045021","2020","1","HU","7043035628","HU","7043033811","","k","",11,"nem","nem"
"D","20","HU","7043045047","2020","2","HU","7043035628","HU","7043033811","","a","",11,"nem","nem"
"D","20","HU","7043044848","2020","2","HU","7019123722","HU","7043035347",8800725,"A","",11,"nem","igen"
"D","2000","HU","7043045485","2020","2","HU","7043035628","HU","7043024419","","b","",11,"nem","nem"
"D","20","HU","7043045427","2020","2","HU","7043035628","HU","7043024422",8800725,"A","",11,"nem","igen"
"D","20","HU","7043045092","2020","1","HU","7019123722","HU","7043035305","","a","",11,"nem","nem"
"D","20","HU","7043045063","2020","1","HU","7043035628","HU","7043035462","","E","",11,"nem","nem"
"D","20","HU","7043045980","2020","1","HU","7019123722","HU","7043035800","","E","",11,"nem","nem"
"D","20","HU","7067031185","2020","2","HU","7019127797","HU","7019076363","","A",2,11,"nem","nem"
"D","20","HU","7067031130","2020","2","HU","7019127797","HU","7019077124","","A",2,11,"nem","nem"
"D","20","HU","7083003223","2020","1","HU","7050063519","HU","7050075422","","E","",11,"nem","nem"
"D","20","HU","7083003306","2020","1","HU","7050063519","HU","7050075828","","E","",11,"nem","nem"
"D","20","HU","7083003393","2020","1","HU","7050063519","HU","7050094764","","E","",11,"nem","nem"
"D","20","HU","7043046121","2020","2","HU","7043035628","HU","7043023827","","E","",11,"nem","nem"
"D","20","HU","7043046105","2020","2","HU","7019123722","HU","7043024109","","a","",11,"nem","nem"
"D","20","HU","7043046064","2020","2","HU","7043035628","HU","7043041915","","E","",11,"nem","nem"
"D","20","HU","7043046259","2020","1","HU","7019123722","HU","7043023843","","a","",11,"nem","nem"
"D","20","HU","7043046329","2020","2","HU","7043035628","HU","7043023926","","E","",11,"nem","nem"
"D","20","HU","7067040884","2020","2","","","","","","","",11,"nem","nem"
"D","20","HU","7068009798","2018","2","","","","","","","",11,"nem","nem"
"D","20","HU","7049076043","2021","1","HU","7049065991","HU","7049041625","","k","",11,"nem","nem"
"D","20","HU","7049075985","2021","1","HU","7049065991","HU","7049048635","","k","",11,"nem","nem"
"D","20","HU","7049076577","2021","2","HU","7019135552","HU","7049057462","","a","",11,"nem","nem"
"D","20","HU","7049071332","2021","1","HU","7019135552","HU","7049057743","","A","",11,"nem","nem"
"D","20","HU","7049076267","2021","2","HU","7019135552","HU","7049061632","","A",1,11,"nem","nem"
"D","20","HU","7049076139","2021","1","HU","7019135552","HU","7049062055","","k","",11,"nem","nem"
"D","20","HU","7049076647","2021","1","HU","7019135552","HU","7049062208","","A","",11,"nem","nem"
"D","20","HU","7049076072","2021","1","HU","7049068978","HU","7049062464","","E","",11,"nem","nem"
"D","20","HU","7049076069","2021","2","HU","7049068978","HU","7049062563","","A",2,11,"nem","nem"
"D","20","HU","7049075927","2021","2","HU","7049061702","HU","7049065719",7114652,"A",1,11,"nem","nem"
"D","20","HU","7049076382","2021","2","HU","7049068978","HU","7049066046","","E","",11,"nem","nem"
"D","20","HU","7049076353","2021","2","HU","7049068978","HU","7049066158",6706311,"a",1,11,"nem","nem"
"D","20","HU","7083006437","2021","1","HU","7025048822","HU","7050094751","","E","",11,"nem","nem"
"D","20","HU","7083006453","2021","2","HU","7025048822","HU","7050094764",8586429,"E","",11,"nem","nem"
"D","20","HU","7083006510","2021","1","HU","7025048822","HU","7050099839","","E","",11,"nem","nem"
"D","20","HU","7083006903","2021","1","HU","7049068978","HU","7049065975","","k","",11,"nem","nem"
"D","202","HU","7081009151","2020","2","","","","","","","",11,"nem","nem"
"D","20","HU","7034086820","2021","2","HU","7049066075","HU","7043045555",8800725,"A","",11,"nem","igen"
"D","20","HU","7030102939","2021","1","HU","7019143177","HU","7019112120","","A","",11,"nem","nem"
"D","20","HU","7030102955","2021","1","HU","7025048822","HU","7050053525","","E","",11,"nem","nem"
"D","20","HU","7049076650","2021","1","HU","7049068978","HU","7049065777",6636306,"A","",11,"nem","nem"
"D","20","HU","7083006466","2021","2","HU","7025048822","HU","7025030405",6880549,"B",1,11,"nem","igen"
"D","20","HU","7083006226","2021","1","HU","7025048822","HU","7050075422","","k","",11,"nem","nem"
"D","20","HU","7083006255","2021","1","HU","7025048822","HU","7050087546","","E","",11,"nem","nem"
"D","20","HU","7065023661","2021","2","HU","7019136904","HU","7049048664","","a","",11,"nem","nem"
"D","20","HU","7065023632","2021","1","HU","7019136904","HU","7049048862","","E","",11,"nem","nem"
"D","20","HU","7067044776","2021","2","HU","7019082973","HU","7019076446",6737115,"A",2,11,"nem","igen"
"D","201","HU","7077020274","2021","1","HU","7050087728","HU","7077010615","","E","",11,"nem","nem"
"D","201","HU","7077020290","2021","2","HU","7050087728","HU","7077010628",6858092,"E","",11,"nem","nem"
"D","20","HU","7043047573","2021","2","HU","7043035628","HU","7043024451","","a","",11,"nem","nem"
"D","20","HU","7043047502","2021","1","HU","7043035628","HU","7043035602","","a","",11,"nem","nem"
"D","20","HU","7043047883","2021","2","HU","7043035628","HU","7043022909",1318221,"B",2,11,"nem","igen"
"D","20","HU","7043047739","2021","1","HU","7019123722","HU","7043040729","","k","",11,"nem","nem"
"D","20","HU","7043049041","2021","1","HU","7019123722","HU","7043031033","","a","",11,"nem","nem"
"D","20","HU","7043049140","2021","1","HU","7019123722","HU","7043034883","","k","",11,"nem","nem"
"D","20","HU","7043049111","2021","2","HU","7043035628","HU","7043035615","","b","",11,"nem","nem"
"D","20","HU","7043049096","2021","2","HU","7043035628","HU","7043035673","","a","",11,"nem","nem"
"D","20","HU","7034086903","2021","1","HU","7049066075","HU","7043045430","","E","",11,"nem","nem"
"D","20","HU","7043044596","2021","1","HU","7043036645","HU","7043030537","","k","",11,"nem","nem"
"D","20","HU","7043043678","2021","1","HU","7043036645","HU","7043030115","","x","",11,"nem","nem"
"D","20","HU","7043043863","2021","2","HU","7043036645","HU","7043030201","","E","",11,"nem","nem"
"D","20","HU","7043044091","2021","1","HU","7043036645","HU","7043034320","","x","",11,"nem","nem"
"D","20","HU","7067031057","2021","2","HU","7019082973","HU","7019076334","","E","",11,"nem","nem"
"D","20","HU","7067031044","2021","1","HU","7019082973","HU","7019076334","","A","",11,"nem","nem"
"D","20","HU","7067044833","2021","2","HU","7019082973","HU","7019077070","","E","",11,"nem","nem"
"D","20","HU","7067031271","2021","1","HU","7019082973","HU","7019077124",8215035,"k","",11,"nem","igen"
"D","20","HU","7067031255","2021","2","HU","7019082973","HU","7019127065",6737115,"A","",11,"nem","igen"
"D","20","HU","7067044862","2021","1","HU","7019082973","HU","7019127700","","E","",11,"nem","nem"
"D","20","HU","7083006718","2021","2","HU","7019135523","HU","7050099756",6880549,"B",2,11,"nem","igen"
"D","20","HU","7020212657","2021","2","HU","7043036645","HU","7043036731","","b",2,11,"nem","nem"
"D","20","HU","7043049629","2021","1","HU","7043042271","HU","7043033514","","a","",11,"nem","nem"
"D","20","HU","7043049687","2021","2","HU","7043042271","HU","7043042185","","b","",11,"nem","nem"
"D","20","HU","7019145393","2021","1","HU","7019143177","HU","7019123160","","E","",11,"nem","nem"
"D","20","HU","7019145562","2021","2","HU","7049062448","HU","7019140046","","b",3,11,"nem","nem"
"D","20","HU","7019145674","2021","2","HU","7019143177","HU","7019140132","","a",1,11,"nem","nem"
"D","20","HU","7019145492","2021","2","HU","7049062448","HU","7019140442","","a",1,11,"nem","nem"
"D","20","HU","7025090999","2021","2","HU","7050079752","HU","7050062592",4665472,"B",1,11,"nem","igen"
"D","20","HU","7025090663","2021","2","HU","7050079752","HU","7050063212","","E","",11,"nem","nem"
"D","20","HU","7025090689","2021","2","HU","7050087070","HU","7050077987",4665472,"A",2,11,"nem","igen"
"D","20","HU","7025090845","2021","2","HU","7050079752","HU","7050078339","","E","",11,"nem","nem"
"D","20","HU","7025092649","2021","1","HU","7050079752","HU","7050078821","","E","",11,"nem","nem"
"D","20","HU","7025090733","2021","1","HU","7050087070","HU","7050086660","","E","",11,"nem","nem"
"D","20","HU","7025090791","2021","2","HU","7050087070","HU","7050087153",4665472,"B",1,11,"nem","igen"
"D","20","HU","7020219188","2022","2","HU","7019135721","HU","7043025634","","x","",11,"nem","nem"
"D","20","HU","7020219357","2022","1","HU","7019135721","HU","7043034148",6729882,"E","",11,"nem","nem"
"D","20","HU","7020219344","2022","1","HU","7019135721","HU","7043036786","","k","",11,"nem","nem"
"D","20","HU","7020219216","2022","1","HU","7019135721","HU","7043037084","","E","",11,"nem","nem"
"D","20","HU","7020212772","2022","1","HU","7019135721","HU","7043037211","","k","",11,"nem","nem"
"D","20","HU","7049082468","2022","2","HU","7043045641","HU","7049062563",1412808,"a","",11,"nem","nem"
"D","20","HU","7067043944","2022","1","HU","7067030858","HU","7019128280",4892931,"A","",11,"nem","nem"
"D","20","HU","7033109805","2022","1","HU","7019088106","HU","7030102942","","K","",11,"nem","nem"
"D","20","HU","7033109892","2022","2","HU","7019088106","HU","7043046217",6857367,"b","",11,"nem","nem"
"D","20","HU","7034090371","2022","2","HU","7049071019","HU","7043045810",8800725,"A","",11,"nem","igen"
"D","20","HU","7043049869","2022","2","HU","7043042271","HU","7043035602","","a","",11,"nem","nem"
"D","20","HU","7043049799","2022","1","HU","7043035628","HU","7043043582","","E","",11,"nem","nem"
"D","20","HU","7043051389","2022","2","HU","7043042271","HU","7043030722","","b","",11,"nem","nem"
"D","20","HU","7043049939","2022","1","HU","7043035628","HU","7043035657","","E","",11,"nem","nem"
"D","20","HU","7043051446","2022","2","HU","7043035628","HU","7043044707","","b","",11,"nem","nem"
"D","20","HU","7034090256","2022","2","HU","7049071019","HU","7043042635",8800725,"A","",11,"nem","igen"
"D","20","HU","7049081904","2022","2","HU","7049065991","HU","7049041597","","a","",11,"nem","nem"
"D","20","HU","7049081920","2022","2","HU","7049065991","HU","7049041597",4665472,"A",2,11,"nem","igen"
"D","20","HU","7049081793","2022","2","HU","7049065991","HU","7049048635","","a","",11,"nem","nem"
"D","20","HU","7049081751","2022","2","HU","7049065991","HU","7049048693",6809825,"A","",11,"nem","igen"
"D","20","HU","7049081681","2022","1","HU","7049065991","HU","7049057446","","a","",11,"nem","nem"
"D","20","HU","7049081694","2022","1","HU","7049065991","HU","7049057446","","a","",11,"nem","nem"
"D","20","HU","7049082190","2022","1","HU","7049070427","HU","7049057602","","a","",11,"nem","nem"
"D","20","HU","7049082215","2022","2","HU","7043045641","HU","7049062464",1145467,"A",2,11,"nem","nem"
"D","20","HU","7049081607","2022","1","HU","7043045641","HU","7049065777",6673952,"A","",11,"igen","igen"
"D","20","HU","7049082369","2022","1","HU","7043045641","HU","7049066158","","k","",11,"nem","nem"
"D","20","HU","7049082372","2022","2","HU","7043045641","HU","7049066158","","a","",11,"nem","nem"
"D","20","HU","7049081988","2022","1","HU","7019135552","HU","7049066765","","E","",11,"nem","nem"
"D","20","HU","7067044424","2022","2","HU","7067030858","HU","7019082845",6737115,"A",2,11,"nem","igen"
"D","20","HU","7067043957","2022","2","HU","7067030858","HU","7019076334","","E","",11,"nem","nem"
"D","20","HU","7067043928","2022","2","HU","7067030858","HU","7019076334",6737115,"A",2,11,"nem","igen"
"D","20","HU","7025081993","2018","2","","","","","","E","",11,"nem","nem"
"D","20","HU","7025093877","2021","2","","","","","","E","",11,"nem","nem"
"D","20","HU","7025097657","2022","1","HU","7049061702","HU","7025079882","","E","",11,"nem","nem"
"D","20","HU","7025097673","2022","1","HU","7049061702","HU","7050068035","","k","",11,"nem","nem"
"D","2001","HU","7025097714","2022","1","HU","7049061702","HU","7050086545","","E","",11,"nem","nem"
"D","20","HU","7067044565","2022","1","HU","7067030858","HU","7019076488","","a","",11,"nem","nem"
"D","20","HU","7067044367","2022","1","HU","7067030858","HU","7067031130","","E","",11,"nem","nem"
"D","20","HU","7032036616","2022","2","HU","7019144631","HU","7019122578","","a","",11,"nem","nem"
"D","20","HU","7032036562","2022","1","HU","7019144631","HU","7019123326","","k","",11,"nem","nem"
"D","20","HU","7032036559","2022","2","HU","7019144631","HU","7019137215","","E","",11,"nem","nem"
"D","20","HU","7083011538","2022","1","HU","7019135523","HU","7050075422","","k","",11,"nem","nem"
"D","20","HU","7083011400","2022","1","HU","7019135523","HU","7050075521","","E","",11,"nem","nem"
"D","20","HU","7083011509","2022","2","HU","7019135523","HU","7050095187",6880549,"A","",11,"nem","igen"
"D","20","HU","7083011426","2022","1","HU","7019135523","HU","7050099813","","k","",11,"nem","nem"
"D","20","HU","7083011372","2022","1","HU","7019135523","HU","7050099855","","E","",11,"nem","nem"
"D","20","HU","7043051714","2022","1","HU","7043035628","HU","7043029753","","a","",11,"nem","nem"
"D","20","HU","7043051769","2022","1","HU","7043035628","HU","7043041762","","x","",11,"nem","nem"
"D","20","HU","7043051839","2022","1","HU","7043042271","HU","7043045836","","x","",11,"nem","nem"
"D","20","HU","7043051701","2022","2","HU","7043042271","HU","7043046048","","a","",11,"nem","nem"
"D","20","HU","7043051954","2022","2","HU","7043042271","HU","7043041775","","a","",11,"nem","nem"
"D","20","HU","7025093343","2022","1","HU","7049061900","HU","7025079949","","E","",11,"nem","nem"
"D","20","HU","7025093525","2022","2","HU","7049061900","HU","7050062745","","b","",11,"nem","nem"
"D","20","HU","7025093541","2022","1","HU","7049061900","HU","7050085544","","E","",11,"nem","nem"
"D","2001","HU","7025097488","2022","1","HU","7049061900","HU","7050086516","","E","",11,"nem","nem"
"D","20","HU","7043051967","2022","1","HU","7043042271","HU","7043045852","","x","",11,"nem","nem"
"D","20","HU","7043052108","2022","1","HU","7043042271","HU","7043041915","","k","",11,"nem","nem"
"D","20","HU","7019149470","2022","2","HU","7019144628","HU","7019123173","","a","",11,"nem","nem"
"D","20","HU","7019149553","2022","2","HU","7019136988","HU","7019123300","","a","",11,"nem","nem"
"D","20","HU","7019145814","2022","1","HU","7019136988","HU","7019140314","","K","",11,"nem","nem"
"D","20","HU","7019149681","2022","2","HU","7049066145","HU","7019140567","","E","",11,"nem","nem"
"D","20","HU","7019145830","2022","1","HU","7019136988","HU","7019135309","","a","",11,"nem","nem"
"D","2000","HU","7019149818","2022","2","HU","7019144628","HU","7019140554",7752955,"E","",11,"nem","nem"
"D","20","HU","7019149834","2022","2","HU","7019136988","HU","7019140116","","a","",11,"nem","nem"
"D","20","HU","7043052252","2022","2","HU","7043042271","HU","7043046022","","a","",11,"nem","nem"
"D","20","HU","7049088518","2023","1","HU","7067031028","HU","7049037710","","x","",11,"nem","nem"
"D","20","HU","7049088732","2023","2","HU","7049065991","HU","7049057446","","a","",11,"nem","nem"
"D","20","HU","7049088745","2023","2","HU","7049065991","HU","7049057446",4455950,"a","",11,"nem","nem"
"D","20","HU","7049088815","2023","2","HU","7067031028","HU","7049057743",1145467,"a","",11,"nem","nem"
"D","201","HU","7083011806","2022","1","HU","7049070849","HU","7077010615","","E","",11,"nem","nem"
"D","20","HU","7025077525","2022","1","HU","7050087702","HU","7025073097","","E","",11,"nem","nem"
"D","20","HU","7025077509","2022","2","HU","7050087702","HU","7025074270","","b","",11,"nem","nem"
"D","20","HU","7049082538","2023","1","HU","7049065991","HU","7049070724","","k","",11,"nem","nem"
"D","20","HU","7049088154","2023","2","HU","7067031028","HU","7049071259","","E","",11,"nem","nem"
"D","20","HU","7049088563","2023","2","HU","7067031028","HU","7049071262","","E","",11,"nem","nem"
"D","20","HU","7049088464","2023","1","HU","7067031028","HU","7049076069","","k","",11,"nem","nem"
"D","20","HU","7049082554","2023","2","HU","7067031028","HU","7049076506","","E","",11,"nem","nem"
"D","20","HU","7020219261","2023","1","HU","7019135721","HU","7020212657","","k","",11,"nem","nem"
"D","20","HU","7020219315","2023","1","HU","7019135721","HU","7043030355","","k","",11,"nem","nem"
"D","20","HU","7020223910","2023","2","HU","7019135721","HU","7043037125",6729882,"E","",11,"nem","nem"
"D","20","HU","7034087157","2023","1","","","","","","k","",11,"nem","nem"
"D","20","HU","7034086961","2023","1","HU","7049071019","HU","7043045555","","k","",11,"nem","nem"
"D","20","HU","7067043986","2023","2","HU","7067031367","HU","7019127218","","a","",11,"nem","nem"
"D","20","HU","7034090553","2023","1","HU","7049070894","HU","7043046275",4441700,"A","",11,"nem","nem"
"D","20","HU","7049088857","2023","1","HU","7049065991","HU","7049066286",6961468,"A","",11,"nem","nem"
"D","20","HU","7019123818","2023","1","HU","7067044817","HU","7019140132","","a","",11,"nem","nem"
"D","20","HU","7019123991","2023","2","HU","7049076650","HU","7019145489","","b","",11,"nem","nem"
"D","20","HU","7019124020","2023","1","HU","7049062448","HU","7049071361","","k","",11,"nem","nem"
"D","20","HU","7019135440","2023","1","HU","7049062448","HU","7049075956","","E","",11,"nem","nem"
"D","20","HU","7019135594","2023","2","HU","7067044817","HU","7049076212","","b","",11,"nem","nem"
"D","20","HU","7019135466","2023","2","HU","7049076650","HU","7049076423","","b","",11,"nem","nem"
"D","201","HU","7083015037","2023","1","HU","7049070849","HU","7077010631","","E","",11,"nem","nem"
"D","20","HU","7083015082","2023","1","HU","7050085627","HU","7049065748","","k","",11,"nem","nem"
"D","20","HU","7083015107","2023","1","HU","7050085627","HU","7049065920","","E","",11,"nem","nem"
"D","20","HU","7033114386","2023","2","HU","7030102939","HU","7049057756","","a","",11,"nem","nem"
"D","20","HU","7033114430","2023","1","HU","7030102939","HU","7049062211",4455950,"K","",11,"nem","nem"
"D","20","HU","7033114456","2023","2","HU","7030102939","HU","7049062211",8852407,"b","",11,"nem","nem"
"D","20","HU","7034095462","2023","2","HU","7043035628","HU","7049061939",6809825,"a","",11,"nem","igen"
"D","20","HU","7043054647","2023","1","HU","7049076410","HU","7043024422","","K","",11,"nem","nem"
"D","20","HU","7043054382","2023","1","HU","7049076410","HU","7043035347","","a","",11,"nem","nem"
"D","20","HU","7043054465","2023","2","HU","7043042271","HU","7043040703","","a","",11,"nem","nem"
"D","20","HU","7043054791","2023","2","HU","7043042271","HU","7043040729",6962278,"b","",11,"nem","nem"
"D","20","HU","7043054353","2023","2","HU","7049076410","HU","7043043537","","E","",11,"nem","nem"
"D","20","HU","7043054494","2023","2","HU","7049076410","HU","7043046204",1318221,"b","",11,"nem","igen"
"D","20","HU","7049088307","2023","1","HU","7049068978","HU","7049048635","","k","",11,"nem","nem"
"D","20","HU","7049088310","2023","1","HU","7049068978","HU","7049048635","","k","",11,"nem","nem"
"D","20","HU","7049088378","2023","1","HU","7049068978","HU","7049057686",6860033,"B","",11,"igen","igen"
"D","20","HU","7049088703","2023","1","HU","7049068978","HU","7049062167","","a","",11,"nem","nem"
"D","20","HU","7049088196","2023","2","HU","7049068978","HU","7049062563",6977948,"a","",11,"nem","igen"
"D","20","HU","7049088071","2023","2","HU","7049068978","HU","7049066132","","a","",11,"nem","nem"
"D","202","HU","7067056858","2023","2","","","HU","7019122664",6909981,"E","",11,"nem","nem"
"D","20","HU","7067056928","2023","2","HU","7067044817","HU","7083003195",6655815,"B",2,11,"nem","igen"
"D","20","HU","7019153202","2023","2","HU","7049076650","HU","7019123201",7752955,"b","",11,"nem","nem"
"D","20","HU","7019153215","2023","2","HU","7049076650","HU","7019123201",7752955,"b","",11,"nem","nem"
"D","20","HU","7019153273","2023","2","HU","7049062448","HU","7019135367",7752955,"a","",11,"nem","nem"
"D","20","HU","7019153187","2023","2","HU","7067044817","HU","7019136847",7752955,"a","",11,"nem","nem"
"D","20","HU","7019153327","2023","2","HU","7067044817","HU","7019140400",7752955,"a","",11,"nem","nem"
"D","20","HU","7019123496","2023","2","HU","7049062448","HU","7019140679","","a","",11,"nem","nem"
"D","20","HU","7034087214","2023","2","HU","7049071019","HU","7043045427",8800725,"A","",11,"nem","igen"
"D","20","HU","7083017873","2024","2","HU","7083003038","HU","7083003041",7109834,"a","",11,"nem","nem"
"D","20","HU","7083015417","2023","2","HU","7083006297","HU","7050094904",6880549,"B","",11,"nem","igen"
"D","20","HU","7083015516","2023","1","HU","7083006297","HU","7050094988","","E","",11,"nem","nem"
"D","20","HU","7083015475","2023","2","HU","7083006297","HU","7083006495",7109834,"a","",11,"nem","nem"
"D","20","HU","7025101271","2023","1","","","","","","E","",11,"nem","nem"
"D","20","HU","7025101031","2023","2","","","","","","E","",11,"nem","nem"
"D","20","HU","7025101338","2023","1","","","","","","k","",11,"nem","nem"
"D","20","HU","7025101479","2023","1","HU","7050079752","HU","7049076689","","E","",11,"nem","nem"
"D","20","HU","7025101482","2023","2","","","","","","E","",11,"nem","nem"
"D","20","HU","7025100931","2023","1","","","","","","E","",11,"nem","nem"
"D","20","HU","7025101127","2023","1","","","","","","E","",11,"nem","nem"
"D","20","HU","7043054283","2023","1","HU","7049076410","HU","7043041816","","k","",11,"nem","nem"
"D","20","HU","7033118900","2024","1","HU","7030102939","HU","7033109917","","A","",11,"nem","nem"
"D","20","HU","7033118869","2024","1","HU","7030102939","HU","7049057756",6690319,"A","",11,"igen","igen"
"D","20","HU","7033118872","2024","2","HU","7030102939","HU","7049057756",1244991,"a","",11,"nem","igen"
"D","20","HU","7033118885","2024","1","HU","7030102939","HU","7049066260",6673952,"A","",11,"igen","igen"
"D","20","HU","7049093015","2024","1","HU","7049065991","HU","7049066116","","k","",11,"nem","nem"
"D","20","HU","7049092858","2024","2","HU","7067031028","HU","7049071262","","a","",11,"nem","nem"
"D","20","HU","7049092689","2024","2","HU","7019135552","HU","7049076270","","a","",11,"nem","nem"
"D","20","HU","7049092791","2024","2","HU","7049065991","HU","7049076337","","a","",11,"nem","nem"
"D","20","HU","7067044242","2023","1","HU","7067030858","HU","7067030973","","K","",11,"nem","nem"
"D","20","HU","7067044185","2023","2","HU","7067030858","HU","7067031143",6737115,"A","",11,"nem","igen"
"D","20","HU","7091000140","2023","2","HU","7049076410","HU","7043047630","","E","",11,"nem","nem"
"D","20","HU","7091000207","2023","2","HU","7049076410","HU","7043049207","","E","",11,"nem","nem"
"D","20","HU","7091000249","2023","1","HU","7049076410","HU","7043024451","","a","",11,"nem","nem"
"D","20","HU","7083017394","2024","1","HU","7049081889","HU","7049065920","","a","",11,"nem","nem"
"D","20","HU","7083017662","2024","2","HU","7083003038","HU","7083011343",9930672,"a","",11,"nem","nem"
"D","20","HU","7083017675","2024","1","HU","7083003038","HU","7083011369","","a","",11,"nem","nem"
"D","20","HU","7083017886","2024","1","HU","7083003038","HU","7083011509","","a","",11,"nem","nem"
"D","20","HU","7034098928","2024","2","HU","7049071019","HU","7034086817","","b","",11,"nem","nem"
"D","20","HU","7034098986","2024","1","HU","7049071019","HU","7034090355","","E","",11,"nem","nem"
"D","20","HU","7034095532","2024","1","HU","7043035628","HU","7049081847","","k","",11,"nem","nem"
"D","20","HU","7034102753","2024","2","HU","7043035628","HU","7049082046","","b","",11,"nem","nem"
"D","20","HU","7034098788","2024","1","HU","7049071019","HU","7043042635","","E","",11,"nem","nem"
"D","20","HU","7043054478","2023","1","HU","7043042271","HU","7043024349","","k","",11,"nem","nem"
"D","20","HU","7043054267","2023","1","HU","7049076410","HU","7043030665","","a","",11,"nem","nem"
"D","20","HU","7067055758","2023","1","HU","7067031367","HU","7067043928","","E","",11,"nem","nem"
"D","20","HU","7067055774","2023","2","HU","7067031367","HU","7067044370","","E","",11,"nem","nem"
"D","20","HU","7067055802","2023","1","HU","7067031367","HU","7067044411","","E","",11,"nem","nem"
"D","20","HU","7067055901","2023","1","HU","7067031367","HU","7067044549","","E","",11,"nem","nem"
"D","20","HU","7067055691","2023","1","HU","7067031367","HU","7067044705","","E","",11,"nem","nem"
"D","20","HU","7067059736","2024","1","HU","7049062448","HU","7019149511","","k","",11,"nem","nem"
"D","20","HU","7067055998","2024","1","HU","7067031367","HU","7019097582","","K","",11,"nem","nem"
"D","20","HU","7067056043","2024","2","HU","7067031367","HU","7067044581",6737115,"a","",11,"nem","igen"
"D","20","HU","7091004131","2024","2","HU","7030103000","HU","7043045513",1318221,"E","",11,"nem","igen"
"D","20","HU","7091004467","2024","2","HU","7030103000","HU","7043054548","","E","",11,"nem","nem"
"D","20","HU","7025104807","2025","2","HU","7050079752","HU","7025090902",4665472,"x","",11,"nem","igen"
"D","20","HU","7025104612","2025","1","HU","7050079752","HU","7049076689",4665472,"x","",11,"nem","igen"
"D","20","HU","7025104724","2025","2","HU","7050079752","HU","7049081920",4665472,"x","",11,"nem","igen"
"D","20","HU","7025104865","2025","2","HU","7083003038","HU","7050068035",4665472,"x","",11,"nem","igen"
"D","20","HU","7033121252","2025","1","HU","7049088576","HU","7019112120",1244991,"k","",11,"nem","igen"
"D","20","HU","7033121054","2025","1","HU","7049088576","HU","7049057756",1244991,"K","",11,"nem","igen"
"D","20","HU","7033121179","2025","1","HU","7049088576","HU","7049062211",6963480,"k","",11,"nem","igen"
"D","20","HU","7033121096","2025","1","HU","7049088576","HU","7049066260",6963480,"a","",11,"nem","igen"
"D","20","HU","7049097147","2025","1","HU","7067031028","HU","7049057686",6963480,"k","",11,"nem","igen"
"D","20","HU","7049093437","2025","2","HU","7049088857","HU","7049066132","","a","",11,"nem","nem"
"D","20","HU","7049097204","2025","2","HU","7067031028","HU","7049071262",1145467,"a","",11,"nem","igen"
"D","20","HU","7049097387","2025","1","HU","7067031028","HU","7049082088",6963480,"a","",11,"nem","igen"
"D","20","HU","7049097390","2025","2","HU","7067031028","HU","7049082088","","x","",11,"nem","nem"
"D","20","HU","7049093578","2025","1","HU","7049088857","HU","7049082202","","a","",11,"nem","nem"
"D","20","HU","7049097150","2025","1","HU","7083015011","HU","7049088787","","k","",11,"nem","nem"
"D","20","HU","7067056519","2024","2","HU","7067031367","HU","7019082887",6737115,"a","",11,"nem","igen"
"D","20","HU","7067056126","2024","1","HU","7067031367","HU","7019128066","","E","",11,"nem","nem"
"D","20","HU","7067056337","2024","2","HU","7067031367","HU","7019128602",6737115,"a","",11,"nem","nem"
"D","20","HU","7067056311","2024","2","HU","7067031367","HU","7067031239",6737115,"b","",11,"nem","igen"
"D","20","HU","7067056155","2024","1","HU","7067031367","HU","7067044594",4806275,"K","",11,"nem","nem"
